unique_book_id,published_year,book_id,published_by,available
263539,1949-05-07,97315,"Cooper, Guerra and Davis",Available
1396,2011-04-07,166214,"Barrera, Mcmillan and Cantu",Unavailable
787830,1962-11-04,479598,"Gross, Shepherd and Mitchell",Available
787838,2011-01-27,185341,Lindsey-Estrada,Available
263554,1920-04-14,937925,"Watson, Suarez and Scott",Unavailable
918914,2017-09-15,479837,Simon-Barrera,Unavailable
394634,1954-08-17,666106,Bridges-Smith,Unavailable
263563,1998-01-09,858117,Hernandez LLC,Unavailable
132494,1922-11-26,729336,Garcia-Fleming,Unavailable
525711,1935-10-09,631527,"Ramirez, Schwartz and Tucker",Unavailable
656788,1918-01-20,142971,Ellis PLC,Unavailable
1430,1921-12-01,737562,"Collins, Jackson and James",Available
525722,1963-12-31,336263,Wallace-Powell,Available
394650,1974-08-11,951876,"Castillo, Glenn and Stark",Available
1438,1915-05-17,373325,Nguyen PLC,Available
656800,1926-08-29,405718,"Schultz, Payne and Reid",Unavailable
918946,1945-02-01,359596,Hess-Conner,Unavailable
656805,1903-07-29,867934,"Flores, Roberts and Caldwell",Available
132520,2017-01-10,99338,Holloway Ltd,Available
787881,1917-07-12,273880,Gonzalez-Watson,Unavailable
918956,1972-05-11,78698,"Fields, Dunn and Cunningham",Available
656813,1999-08-20,365110,"Butler, Willis and Brown",Unavailable
787885,2013-10-20,840632,"Hull, Hodges and Garner",Unavailable
918962,1954-01-06,360622,"Peterson, Hartman and Salinas",Available
787895,1932-11-01,13725,Richardson-Roberts,Unavailable
263607,1921-08-09,69117,"Kramer, Cruz and Hernandez",Available
394682,1939-06-02,822133,"Griffin, Bauer and Reyes",Unavailable
263614,1981-12-20,867575,Hamilton-Fernandez,Unavailable
656833,1937-09-06,56351,Williams LLC,Available
787907,1970-02-08,339048,"Stevens, Evans and Guzman",Unavailable
394692,2006-03-17,335293,"Cortez, Morrow and Miller",Available
525766,1949-05-01,345934,"Jones, Johnson and Chandler",Unavailable
525772,1914-04-03,166668,Foster-Johnson,Available
525773,1926-10-11,146307,Beasley and Sons,Available
1486,1998-01-23,163268,"Carson, Leonard and Stevenson",Unavailable
132562,1929-09-30,892075,"Bennett, Robinson and Hess",Available
263636,1976-11-06,388802,Goodwin-Ellison,Available
787926,2020-01-07,822457,Evans and Sons,Available
394713,1984-05-28,271226,"Ramirez, Keller and Martinez",Available
787930,1962-08-14,14013,Irwin-Dalton,Available
263641,1921-11-25,306008,James Group,Available
656860,2001-09-15,836979,Townsend-Neal,Available
132571,2013-02-27,713394,"Edwards, Kent and Lopez",Available
1506,1942-10-07,165226,"Martin, Wright and Johnson",Unavailable
394724,1977-05-16,734046,Lee PLC,Available
656872,1965-01-14,192519,Love Ltd,Available
787948,1938-03-20,402384,Riggs Group,Unavailable
1518,1916-03-30,281437,Bishop-Rogers,Available
132605,1949-04-14,651968,Hunter Inc,Available
394761,1961-01-21,462862,"Garcia, Medina and Harmon",Available
787977,1962-06-03,436380,Randall LLC,Available
787979,1989-06-13,501549,Dean Ltd,Available
919052,1924-11-28,67736,"Turner, Brown and Valdez",Available
132621,1928-10-17,758866,Phillips-Savage,Available
1552,1961-09-08,685892,"Johnston, Garcia and Nelson",Unavailable
394773,1976-05-21,699000,Hopkins and Sons,Unavailable
656919,1982-07-11,935119,"Jenkins, Benson and Park",Available
394776,1977-06-09,113454,"Smith, Mercado and Velez",Available
656922,1928-12-03,988996,Campbell-Taylor,Unavailable
787998,2004-12-27,875538,"Russell, Hansen and Cole",Unavailable
1570,1927-07-15,670025,Rubio-Mendoza,Available
132642,1995-01-17,164626,"Rowe, Jones and Moore",Unavailable
132650,1915-02-08,899706,"Grant, Saunders and Gillespie",Available
788011,1986-01-03,853051,Ruiz Group,Unavailable
788013,1930-03-03,985168,"Patterson, Morgan and Ellis",Available
263727,2008-07-06,590700,Gonzalez Ltd,Unavailable
394803,2003-06-18,855504,Gutierrez-Anderson,Available
263733,1978-05-10,371485,Perry LLC,Available
263736,1920-01-07,772897,Carter Group,Unavailable
394810,1923-01-15,196725,"Michael, Barnett and Bailey",Available
656955,1946-10-03,274650,"Baker, Holland and Soto",Available
788026,1902-03-03,727817,Ramirez LLC,Unavailable
1597,1939-08-17,302391,"Peterson, Peters and Simmons",Available
788032,2019-04-07,37209,Allen Group,Available
132673,1916-03-19,482428,Delgado-Mclaughlin,Unavailable
919106,1979-10-24,113508,Brooks and Sons,Unavailable
919113,2000-08-27,228613,Graham Group,Available
1612,1955-11-24,814141,Hobbs-Blankenship,Available
263762,1997-05-21,304965,"Carpenter, Miller and Thompson",Unavailable
656986,2010-07-15,748110,"Howe, Walters and Palmer",Unavailable
263775,1996-06-17,50406,Freeman Inc,Unavailable
788064,1999-05-13,3791,Lara-Vance,Unavailable
788065,1986-01-18,704137,Cortez-Marshall,Unavailable
1631,1919-12-03,162560,Anderson Inc,Available
263779,1909-02-12,155791,Webb-Hunter,Unavailable
919140,1901-05-28,761222,Ray-Holt,Available
525927,1995-07-02,247861,Anderson-Maxwell,Unavailable
657001,2016-06-03,580825,"Carter, Hanna and Reid",Available
132714,1914-08-09,62766,"Ball, Hanna and Crawford",Available
1653,1958-11-15,908427,"Strong, Howard and Peterson",Unavailable
788090,1911-09-30,407663,Nelson Inc,Available
919164,2010-10-03,223592,Mcneil and Sons,Available
263805,1950-04-21,143867,Schultz PLC,Unavailable
657027,1959-03-06,227237,Thompson-Gates,Available
1667,1973-05-02,628344,"Lloyd, Poole and Jackson",Available
132740,1939-10-19,479598,"Williams, Davis and Miller",Available
919174,1910-06-13,958205,Lloyd-Wells,Available
263813,2007-03-12,985320,Cole Inc,Available
1669,1947-12-15,78698,"Gutierrez, Perry and Taylor",Unavailable
263811,1929-06-01,344310,"Garcia, Jones and Mason",Available
657034,1941-07-31,898569,Valdez PLC,Unavailable
1676,1913-08-26,342367,Bates-Mitchell,Unavailable
263824,2009-03-24,295258,Mccoy and Sons,Available
525974,1986-12-28,163268,Scott Inc,Unavailable
263835,1965-01-16,58416,White-Robinson,Unavailable
132764,1991-04-15,652047,Jackson-Ford,Unavailable
919197,2007-01-28,454061,Smith-Watson,Unavailable
1694,2003-02-15,893825,Choi and Sons,Unavailable
525983,1977-02-09,413112,Wheeler Inc,Available
263851,2021-02-19,212903,Vasquez-Montes,Unavailable
1708,1970-03-25,236836,White Ltd,Available
394926,2002-06-02,820840,"Wilson, Mendez and Rodriguez",Available
788143,1928-05-03,369343,Sampson-Griffin,Unavailable
657076,2019-03-17,864071,"Reeves, Scott and Rowe",Unavailable
263861,1973-04-20,308775,"Russell, Haynes and Dawson",Available
132788,1914-01-01,13725,Williams-Maxwell,Available
132791,1917-02-13,328345,"Graves, Daugherty and Chavez",Unavailable
263872,1950-02-15,868105,Tucker Inc,Unavailable
132800,1924-06-12,327837,Montgomery-Preston,Unavailable
394946,1953-02-05,740497,Mccarthy-Whitehead,Unavailable
919235,1987-08-10,268258,Brown-Cole,Available
919236,1935-12-26,190143,Woods Group,Unavailable
657091,1932-07-21,410322,Baker-Merritt,Unavailable
394950,1972-02-29,987865,Johnson-Clayton,Unavailable
263876,1952-11-10,391546,Skinner LLC,Available
526024,1986-12-02,860449,Thompson-Lin,Unavailable
1737,1903-05-30,591469,"Riley, Davis and Nunez",Available
526028,1966-05-12,302975,"Cruz, Barnett and Ellis",Available
788179,1935-06-19,898569,Anderson-Morris,Unavailable
657107,1908-05-29,352428,"Smith, Ward and Rodriguez",Unavailable
526036,2016-12-16,385890,Roy-Woodward,Available
919254,1998-04-26,417049,"King, Adams and Oconnor",Available
132823,1974-06-06,395236,Gray Group,Available
132827,2022-07-05,152304,Edwards-Adams,Unavailable
919261,2003-02-02,43805,Walker-Calderon,Available
394975,1932-02-04,288580,Holmes and Sons,Unavailable
132835,1939-04-20,2216,Thornton LLC,Unavailable
919272,1995-01-11,974755,"Snyder, Trevino and Jones",Available
526057,1946-08-28,743934,Smith-Martin,Unavailable
788204,1982-11-23,593994,Williams PLC,Unavailable
788209,1945-12-30,995911,Leon Ltd,Unavailable
657139,1964-04-21,114567,"Reynolds, Olson and Hines",Available
919292,1908-11-01,299160,Wise-Williams,Available
788221,1936-06-24,539977,Hayes-Gilbert,Available
263932,1947-10-15,259972,"Burns, Giles and Sanders",Unavailable
526080,1980-06-09,706039,Reynolds Inc,Available
263944,2000-09-06,54857,Montgomery-Hall,Available
132874,1911-02-24,181587,Smith-Stanley,Unavailable
919312,1901-04-17,71692,"Chang, Jensen and Odonnell",Unavailable
657170,1944-08-22,927831,Lopez Group,Unavailable
1818,1958-12-11,365723,Nixon-Sutton,Available
395037,1923-02-10,330181,"Stevens, Rowe and Kelly",Unavailable
526109,1976-07-28,273668,Oliver-Peters,Unavailable
263971,1968-04-03,133022,"Mckenzie, Ellis and White",Available
1828,1987-11-09,560575,Vincent Inc,Unavailable
132913,2012-09-30,673111,Brown Ltd,Unavailable
788276,1992-07-09,40343,Daniels and Sons,Unavailable
526133,2004-01-01,461028,Martinez Inc,Available
526137,1910-05-20,236271,Powell-Cox,Unavailable
132923,1990-07-15,532593,Harris-Eaton,Available
132926,1917-01-25,422080,"Hunt, Campos and Morgan",Available
526144,2006-04-29,417049,Long-Williams,Available
788299,1961-09-25,227628,White-Thompson,Unavailable
264011,1966-10-22,111257,Nelson-Hood,Available
395087,1981-08-24,976470,"Fisher, Gaines and Lee",Available
919376,1948-02-16,474604,Robinson-Copeland,Available
395089,2003-01-02,313879,Lozano-White,Unavailable
788308,1987-12-19,2086,Mcgee PLC,Available
788309,1956-04-13,789430,Neal LLC,Available
264026,1910-05-24,779063,Mann-Carney,Available
657247,1982-05-03,210230,"Young, Horton and Garcia",Unavailable
132965,1967-04-29,427398,Baker Ltd,Unavailable
788329,1989-01-08,845366,"Quinn, Anderson and Adams",Available
264042,1900-03-30,441459,"Brown, Barrett and Martin",Unavailable
657257,1999-04-02,467350,"Ross, Ayers and Rodriguez",Available
1900,1978-04-11,848002,Martinez Ltd,Unavailable
919404,1942-10-07,679643,Short LLC,Available
1905,1901-03-05,802763,Wright Ltd,Available
526196,1944-11-01,358511,Alexander-West,Available
919413,1901-11-13,227745,Gillespie Group,Available
919412,1954-02-10,262354,"Wagner, Alvarado and Davis",Available
788343,1906-12-25,872556,Hicks LLC,Available
395129,1935-02-01,648387,"Martin, Melton and Estrada",Available
919417,1910-02-22,786911,"Atkinson, Boyd and Cherry",Available
1920,1945-05-13,758183,Petersen-Young,Available
132994,2009-02-22,384732,"Green, Adams and Yang",Available
395138,1922-12-28,51699,Reed Group,Available
133015,1954-05-04,729062,Stokes Ltd,Unavailable
133016,1920-03-12,25624,"Woodard, Steele and Peck",Unavailable
919447,1960-10-24,806669,Smith Group,Available
788385,1950-12-15,933773,Jackson Inc,Available
657315,1943-09-30,971426,Allen-Larson,Available
133027,1929-06-05,782195,Adams-Thomas,Unavailable
395172,1956-06-14,855804,Collins-Hanna,Unavailable
264103,1995-11-09,959578,Johnson LLC,Unavailable
1971,1960-09-10,544189,"Reilly, Wolfe and Torres",Available
919476,1975-08-08,590871,Holt LLC,Unavailable
133044,1942-02-05,252331,"Miller, Valenzuela and Lee",Available
264117,1902-09-01,772711,Newman Inc,Unavailable
1977,1920-02-20,137127,Edwards-Klein,Unavailable
919484,1990-04-28,560403,Butler Group,Unavailable
264129,1969-08-18,588187,"Kim, Castro and Castro",Unavailable
264130,1911-06-14,216612,"Lara, Wagner and Sanchez",Available
1993,2019-02-12,167571,"Gonzales, Marshall and Moore",Unavailable
919498,1990-09-12,586355,Wilson Inc,Unavailable
395211,1996-12-03,69755,Washington LLC,Available
657356,2016-03-22,532830,"Randall, Mcbride and Chang",Available
395214,1990-06-11,218695,Robinson PLC,Available
526287,1992-08-08,688058,Lambert-Lopez,Available
395217,1976-04-27,927067,"Lewis, Jensen and Rogers",Unavailable
788435,1926-07-29,328231,Vance-Guerrero,Available
2003,1942-12-25,975911,Jensen-Evans,Unavailable
133077,2005-11-18,164626,"Nguyen, Little and Mckee",Available
919510,1912-05-10,771743,Miller and Sons,Unavailable
526298,1967-06-20,586082,Carey and Sons,Available
395229,1983-09-13,480218,Watkins Group,Available
526302,1971-03-01,545116,Mccormick Inc,Unavailable
133100,1961-02-05,931843,"Adams, Jensen and Dominguez",Available
526318,1997-08-15,887370,Mcdaniel Group,Unavailable
264175,1916-05-22,881195,Malone-Summers,Unavailable
395248,1967-12-12,52214,Harris-Martinez,Available
264181,1926-04-06,515244,Knight-Martin,Available
133109,1964-07-08,818109,Neal LLC,Available
395255,1948-09-03,709940,Lopez-Smith,Available
2037,2010-04-10,790933,Whitaker-Rice,Unavailable
133114,1943-09-28,413112,"Lewis, Robinson and Perez",Available
919552,1959-03-16,446491,Christian-Mclean,Available
526346,1985-06-14,975911,"Ramos, Arnold and Hayes",Unavailable
788490,1997-07-04,927831,Case-Vazquez,Available
919565,1936-12-14,346485,Cruz Group,Unavailable
2071,1907-07-20,918616,"Miller, Reid and Austin",Available
657434,1927-09-25,856680,Brown Inc,Available
264218,1990-12-16,519953,"Robles, Berry and Pollard",Unavailable
919580,2010-02-01,1382,Beck-Austin,Unavailable
395297,1910-05-21,847502,Miller-Weaver,Available
2082,1984-05-02,830780,Perkins-Williams,Unavailable
395301,1986-10-10,772711,Coleman LLC,Available
788518,1906-12-25,351976,"Riley, Sparks and Morgan",Available
788524,1983-01-25,408851,Bond Inc,Unavailable
395311,1938-10-01,593277,Walker-Smith,Available
526383,2006-12-14,4228,Miles-Clark,Available
2095,1922-11-28,503663,Strickland-Blanchard,Available
788531,2015-05-26,739430,"Bruce, Mccarthy and Ortiz",Available
526389,1975-01-30,79525,Williams Group,Available
657461,2009-04-19,944439,"Brown, Morales and Scott",Available
657463,1996-04-03,262465,Mills-Gamble,Unavailable
395320,2003-08-04,743178,Perez LLC,Available
788537,2004-02-01,425800,"Good, Chandler and Weiss",Unavailable
133178,1948-02-05,504919,"Harmon, Oneill and Simon",Available
395328,2003-09-23,163827,Huff PLC,Available
395329,1934-04-24,754212,Jefferson-Sanford,Unavailable
2115,1953-04-05,113967,"Collins, Atkins and Knight",Unavailable
133189,1949-09-12,864512,"Fleming, Navarro and Mendez",Available
657480,1949-02-21,136071,Doyle-Cross,Unavailable
395339,1999-06-16,796160,"Davis, Williams and Yu",Available
788557,2001-01-20,353389,King PLC,Unavailable
788560,1967-06-24,798985,Lang-Obrien,Available
788563,1916-06-27,282027,Douglas-Young,Available
919636,1936-09-16,888720,Wells Ltd,Unavailable
788565,1957-12-27,211699,"Flores, Cox and Ellis",Available
526423,1973-06-04,544921,Villarreal-Wood,Available
133208,1929-08-02,437596,Duncan Inc,Unavailable
395355,1979-06-08,682452,Ball-Ward,Unavailable
133214,2012-01-10,455355,Francis PLC,Available
133216,1953-08-31,626729,Ramirez-Logan,Unavailable
264290,2009-06-03,304414,Rodriguez and Sons,Unavailable
657508,1956-03-03,903801,"Smith, Rivera and Calhoun",Available
2149,1985-02-19,772001,"Johnston, Mitchell and Park",Unavailable
2151,1969-05-29,601327,"Santos, Keith and Nichols",Available
919656,1953-01-29,957131,Johnson-Cummings,Available
264298,2012-05-15,165939,Booker-Myers,Unavailable
526445,2007-05-24,84370,Flores and Sons,Unavailable
133232,1925-05-31,605525,Burgess PLC,Available
657520,1990-09-28,337074,Maldonado-Mclaughlin,Unavailable
526448,2016-03-25,246582,Martin-Smith,Unavailable
657525,1962-11-27,769128,Kim PLC,Available
919670,2015-09-10,469686,Gallegos LLC,Unavailable
788603,1971-01-26,616018,"Young, Fields and Stewart",Available
133243,1971-03-09,37203,Sanders LLC,Unavailable
395390,1950-07-03,126008,"Hancock, Hall and Rich",Available
657537,1905-08-10,48406,Gardner Inc,Unavailable
657539,1985-08-04,338715,Evans Inc,Available
919686,1940-12-13,653453,Jackson-Brown,Unavailable
526471,2016-08-20,482710,Hunt Inc,Available
2184,1939-08-07,49862,Baker-Wilson,Unavailable
395401,1920-07-18,348424,Rice PLC,Available
2186,2009-01-05,66021,"Hawkins, Gardner and Lee",Unavailable
264327,1991-11-02,359598,Hayes-Barr,Available
2194,1911-03-16,423876,"Ingram, Reed and Wade",Unavailable
919699,2004-11-03,556034,Jones LLC,Available
919698,1940-08-23,949476,"Gonzalez, Wilson and Harrison",Available
919702,1950-08-30,22173,"Castillo, Webster and Adkins",Unavailable
526487,1989-05-06,958823,"Ortiz, Barton and Collier",Unavailable
526489,2018-02-27,59340,"Gutierrez, Harper and Nunez",Available
919706,2020-02-07,374070,Allen and Sons,Unavailable
919710,1940-03-05,291152,Holmes-Jones,Available
657574,1950-10-26,156564,"Lambert, Hernandez and Evans",Available
788651,1910-07-18,267356,"Nguyen, Guzman and Ochoa",Unavailable
526508,1958-11-14,763023,Cooper-Jenkins,Unavailable
133293,1932-09-20,483316,Rodriguez Group,Unavailable
395438,1901-12-12,480204,"Everett, Keller and Nguyen",Unavailable
657590,1917-04-28,67295,Olsen-White,Available
2230,1930-04-21,418801,"Wagner, Davis and Carrillo",Unavailable
395448,2016-06-11,349757,Hill-Thomas,Unavailable
264378,1929-05-04,505374,Stevens Group,Available
264380,1901-11-23,490292,Macias PLC,Unavailable
264381,1977-05-05,806398,Young Group,Available
2238,1987-10-19,376178,Baker LLC,Available
919745,1971-07-04,786380,Vaughan Inc,Unavailable
657606,1936-01-08,167146,Martinez and Sons,Available
919750,1952-11-03,797310,"Mills, Walsh and Myers",Unavailable
919755,1904-11-29,918616,Roth-Lam,Available
657612,1915-08-26,545523,Wise Inc,Available
264399,1980-06-07,269634,Branch Group,Available
2257,1920-01-09,765030,Wood-Andrade,Unavailable
2263,1933-05-04,678603,"Patterson, Bailey and Bishop",Unavailable
657630,1932-02-10,664212,Haynes-Robinson,Unavailable
133344,1937-05-31,918856,Bryant Ltd,Unavailable
526561,1953-06-05,222274,"Taylor, Jackson and Fuentes",Available
264420,1955-08-26,411930,Rose LLC,Available
788719,1945-08-04,431010,Stein-Dougherty,Available
788723,1910-02-18,998175,"Moody, Lopez and White",Unavailable
788725,1991-07-02,763702,Davis-Cardenas,Unavailable
2294,1985-06-01,651390,Taylor-Middleton,Unavailable
133366,1981-12-05,467350,Stewart Ltd,Unavailable
788731,1997-04-20,544921,Carter-Smith,Unavailable
788732,1905-03-29,404139,Harris-Glass,Available
919804,2006-01-20,706905,Pierce Group,Unavailable
264445,1977-10-14,361263,Ferguson PLC,Available
919810,1904-02-07,300855,"Chapman, Watkins and Lyons",Unavailable
526596,1929-10-04,393066,"Sanchez, Hernandez and Dickson",Available
395524,1990-04-13,836595,"Henry, Wilson and Smith",Available
2310,1905-10-31,398550,"Cox, Faulkner and Leonard",Unavailable
395525,1986-12-28,963140,Mcdowell Group,Unavailable
657673,2002-08-22,816849,Foster and Sons,Unavailable
2315,1965-05-15,606789,King-Solis,Available
919819,1927-07-19,220217,Phillips Group,Available
264465,2019-02-16,38452,Carter PLC,Unavailable
2323,1938-10-13,502174,Gilbert-Gonzalez,Available
788757,1931-03-16,794846,"Jackson, Pham and Lee",Available
919830,1999-10-25,612139,Brown-Ramirez,Unavailable
